SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL
TELANGANA,1968.00,16.50,15.00,35.10,16.00,7.40,87.60,188.60,52.30,231.40,82.70,15.80,0.10,748.70
TELANGANA,1969.00,2.20,0.00,1.40,9.60,53.30,103.20,265.50,186.40,278.80,56.10,64.40,26.20,1047.10
TELANGANA,1970.00,6.90,0.70,4.50,22.50,45.80,205.50,135.60,345.80,176.10,26.80,0.00,0.00,970.30
TELANGANA,1971.00,7.30,7.50,6.30,6.90,37.80,139.90,114.10,144.30,97.20,167.90,0.00,0.00,729.10
TELANGANA,1972.00,0.00,14.60,0.10,12.70,12.20,162.80,183.90,93.90,71.30,64.80,49.70,4.80,670.70
TELANGANA,1973.00,0.00,0.00,1.70,5.50,6.40,110.50,239.40,367.00,83.50,223.00,5.30,0.10,1042.50
TELANGANA,1974.00,0.00,0.00,1.80,7.00,32.90,111.10,113.10,171.90,124.80,261.60,6.00,0.00,830.40
TELANGANA,1975.00,12.90,10.50,7.70,3.00,21.80,138.80,269.40,194.00,347.00,204.90,5.70,0.00,1215.80
TELANGANA,1976.00,0.20,0.00,1.00,25.60,10.70,85.70,471.70,277.30,123.40,5.60,34.50,0.00,1035.60
TELANGANA,1977.00,0.00,0.00,2.40,8.00,42.30,97.40,253.10,240.00,70.90,51.00,36.70,6.70,808.60
TELANGANA,1978.00,30.70,19.10,5.90,20.60,23.00,261.60,376.50,376.70,116.00,50.10,31.60,0.00,1311.70
TELANGANA,1979.00,9.80,22.80,1.20,12.60,48.70,145.90,156.40,131.80,200.00,15.70,39.50,7.30,791.70
TELANGANA,1980.00,0.00,0.00,5.30,15.50,8.30,219.60,210.10,294.50,145.60,5.00,2.40,16.20,922.60
TELANGANA,1981.00,10.30,0.00,26.20,11.70,40.10,187.20,227.50,310.20,285.20,42.50,0.80,2.10,1143.50
TELANGANA,1982.00,5.70,0.00,4.20,22.20,37.10,123.80,265.60,184.10,174.40,100.80,15.30,0.00,933.20
TELANGANA,1983.00,0.00,4.20,1.70,3.90,38.40,158.80,301.50,416.80,378.20,185.40,1.00,7.50,1497.50
TELANGANA,1984.00,7.30,8.10,4.70,11.40,3.50,104.90,277.80,119.80,111.80,91.10,2.20,0.00,742.80
TELANGANA,1985.00,5.70,0.00,4.70,15.50,13.60,181.40,223.80,160.80,70.00,108.00,0.00,2.30,785.90
TELANGANA,1986.00,29.40,60.30,1.90,21.50,9.10,115.50,234.90,406.80,65.60,24.60,20.40,17.30,1007.30
TELANGANA,1987.00,15.30,1.00,18.40,9.50,30.50,133.10,275.00,221.60,60.10,94.70,116.00,1.80,976.90
TELANGANA,1988.00,0.00,6.50,1.10,26.60,3.40,135.80,656.20,341.70,313.40,50.50,2.40,7.20,1544.90
TELANGANA,1989.00,0.00,0.00,39.20,1.90,4.90,238.50,406.00,277.70,165.40,17.40,1.40,8.60,1161.00
TELANGANA,1990.00,4.20,4.10,35.20,1.00,159.80,245.10,180.20,471.10,132.10,180.20,12.40,0.10,1425.70
TELANGANA,1991.00,21.70,4.10,8.90,21.60,34.40,194.50,268.80,122.00,100.80,29.40,36.80,6.00,849.10
TELANGANA,1992.00,4.80,0.00,2.50,10.70,20.60,180.50,180.50,271.80,99.00,47.00,46.10,0.00,863.50
TELANGANA,1993.00,4.90,2.00,12.90,13.10,29.40,83.90,291.80,146.40,187.00,100.90,0.10,13.20,885.60
TELANGANA,1994.00,8.60,12.50,0.00,21.50,20.40,115.30,308.20,256.30,53.90,143.00,36.20,0.00,975.70
TELANGANA,1995.00,98.70,0.50,22.00,16.00,35.60,135.40,282.10,209.20,141.10,332.70,12.60,0.00,1286.00
TELANGANA,1996.00,0.00,7.90,4.70,31.10,13.60,115.90,264.10,295.90,160.20,72.40,13.20,7.80,986.80
TELANGANA,1997.00,22.60,0.90,20.20,43.40,21.30,85.50,156.70,154.50,169.10,87.90,46.90,46.90,856.00
TELANGANA,1998.00,5.20,22.20,15.20,15.50,27.90,149.40,264.00,290.50,209.30,79.40,14.50,0.00,1093.00
TELANGANA,1999.00,0.00,9.30,4.60,1.70,74.80,141.60,205.20,190.90,177.60,55.70,2.20,0.00,863.80
TELANGANA,2000.00,0.60,16.80,1.00,16.30,48.80,253.20,220.90,420.50,70.70,20.20,6.40,2.50,1078.00
TELANGANA,2001.00,8.50,0.00,21.50,37.30,7.50,183.90,123.80,266.80,119.90,135.60,17.40,0.00,922.30
TELANGANA,2002.00,18.80,10.10,7.60,7.70,32.00,143.20,91.70,321.70,52.40,76.20,3.90,0.00,765.30
TELANGANA,2003.00,0.00,10.70,21.90,14.00,7.90,112.60,312.20,266.50,103.20,101.70,7.30,5.30,963.20
TELANGANA,2004.00,34.40,17.90,9.30,25.90,34.60,64.60,216.70,117.70,110.10,30.60,5.30,0.00,667.00
TELANGANA,2005.00,43.40,14.10,14.60,23.80,19.70,115.10,400.30,126.90,246.30,136.10,3.90,18.80,1163.10
TELANGANA,2006.00,0.00,0.00,42.70,38.60,46.10,104.80,169.50,308.20,280.20,28.10,34.70,0.00,1053.00
TELANGANA,2007.00,0.00,0.00,0.10,0.10,9.20,176.60,134.60,206.60,262.30,40.80,13.00,0.00,843.30
TELANGANA,2008.00,0.20,18.60,108.60,15.70,4.90,132.90,183.40,391.80,146.70,24.20,7.50,0.80,1035.30
TELANGANA,2009.00,0.00,0.00,2.10,4.50,13.10,85.80,118.40,192.30,149.70,69.50,29.60,1.20,666.30
TELANGANA,2010.00,10.30,5.30,1.50,5.60,24.90,127.00,395.50,308.10,249.80,98.70,40.50,9.30,1276.40
TELANGANA,2011.00,0.00,11.90,2.60,25.60,9.30,83.90,268.20,225.90,107.60,13.90,4.20,0.00,753.10
TELANGANA,2012.00,6.70,0.00,0.20,14.00,8.40,124.40,300.30,229.90,202.40,83.60,38.70,0.00,1008.60
TELANGANA,2013.00,2.40,29.00,0.20,24.40,8.50,213.40,453.80,230.60,161.40,205.90,16.40,2.70,1348.70
TELANGANA,2014.00,0.20,2.90,58.30,10.30,73.30,62.30,146.00,205.20,146.80,29.60,10.80,0.70,746.40
TELANGANA,2015.00,17.50,0.00,43.00,65.70,23.30,266.90,104.40,160.50,158.30,15.60,0.30,1.70,857.30
RAYALSEEMA,1901.00,7.00,50.20,0.00,12.10,38.90,53.00,73.40,60.30,109.00,81.60,137.20,91.30,714.00
RAYALSEEMA,1902.00,10.00,0.20,1.70,11.00,36.80,73.60,41.30,148.30,181.70,188.50,88.90,36.40,818.40
RAYALSEEMA,1903.00,30.00,0.10,0.00,3.60,80.50,67.50,127.50,140.60,219.70,95.30,289.40,84.00,1138.20
RAYALSEEMA,1904.00,14.80,0.00,1.70,7.10,58.80,39.80,75.10,19.40,84.70,111.50,4.40,16.10,433.40
RAYALSEEMA,1905.00,6.50,6.80,17.00,18.30,44.20,66.10,50.90,219.30,36.50,180.20,55.40,2.00,703.40
RAYALSEEMA,1906.00,115.30,7.20,6.80,2.10,9.60,84.10,127.90,154.40,130.40,107.70,35.00,132.20,912.60
RAYALSEEMA,1907.00,1.10,0.00,6.50,82.50,8.60,50.50,100.50,34.30,97.70,60.00,140.70,58.00,640.40
RAYALSEEMA,1908.00,5.70,4.30,4.70,5.50,41.20,36.20,65.00,45.50,222.60,151.80,27.90,6.80,617.10
RAYALSEEMA,1909.00,89.20,0.00,0.00,42.20,105.40,34.80,61.50,290.10,205.00,29.40,12.80,0.30,870.60
RAYALSEEMA,1910.00,0.60,2.10,0.70,13.10,33.30,46.50,197.90,188.20,165.30,205.10,148.40,0.00,1001.10
RAYALSEEMA,1911.00,0.00,0.00,0.80,20.90,65.00,54.00,73.60,47.50,107.60,102.10,83.20,35.90,590.60
RAYALSEEMA,1912.00,1.10,4.10,0.60,5.60,24.30,35.40,67.30,93.30,132.00,157.80,223.80,0.20,745.50
RAYALSEEMA,1913.00,0.00,0.40,0.90,10.80,52.80,37.00,93.30,36.90,122.10,184.20,12.30,65.60,616.30
RAYALSEEMA,1914.00,2.40,1.30,1.20,23.50,53.20,65.30,72.50,130.00,171.90,83.40,61.30,12.40,678.30
RAYALSEEMA,1915.00,44.90,4.80,80.20,11.90,47.40,55.30,155.30,59.70,167.90,64.60,225.10,5.90,923.10
RAYALSEEMA,1916.00,0.00,1.30,0.00,7.90,32.90,48.10,210.10,160.20,182.90,252.50,140.90,10.40,1047.00
RAYALSEEMA,1917.00,4.50,35.60,7.20,5.40,63.00,86.50,63.00,171.50,185.60,183.80,105.10,21.90,933.10
RAYALSEEMA,1918.00,60.60,2.70,10.50,10.40,69.20,37.60,30.80,74.10,111.40,4.40,211.60,22.80,645.80
RAYALSEEMA,1919.00,24.80,0.00,22.40,14.60,51.50,72.30,151.80,33.00,237.80,79.00,180.60,22.70,890.50
RAYALSEEMA,1920.00,79.50,1.20,0.40,11.50,27.50,42.00,24.40,86.30,155.60,134.90,111.50,0.00,674.80
RAYALSEEMA,1921.00,43.20,0.00,0.00,40.70,9.10,58.60,180.30,93.30,84.40,185.80,43.00,5.20,743.60
RAYALSEEMA,1922.00,36.90,0.00,0.00,12.00,52.00,48.40,64.80,85.00,34.80,120.00,306.30,10.00,770.30
RAYALSEEMA,1923.00,23.00,8.50,18.00,17.60,23.70,40.60,58.60,24.80,167.40,96.70,19.60,17.30,515.80
RAYALSEEMA,1924.00,9.80,0.00,1.20,12.70,37.00,44.70,83.90,86.20,202.90,47.50,158.10,0.30,684.30
RAYALSEEMA,1925.00,0.00,0.00,5.90,18.30,125.90,33.90,106.30,135.70,85.20,137.30,108.00,109.00,865.50
RAYALSEEMA,1926.00,57.30,0.00,15.00,38.10,27.80,83.00,87.90,92.30,147.90,80.60,43.60,9.00,682.60
RAYALSEEMA,1927.00,2.90,1.90,0.00,1.20,29.80,67.80,98.70,76.10,191.60,60.20,150.80,1.00,682.00
RAYALSEEMA,1928.00,1.30,38.70,10.90,23.20,22.80,71.90,85.00,87.50,100.10,202.40,37.00,30.40,711.30
RAYALSEEMA,1929.00,11.00,10.30,0.20,35.40,31.10,66.60,36.60,45.70,165.70,146.50,109.40,38.20,696.60
RAYALSEEMA,1930.00,15.60,33.90,8.30,7.60,169.60,98.10,45.60,33.10,137.30,245.80,156.60,44.00,995.50
RAYALSEEMA,1931.00,0.20,0.00,2.10,8.90,53.90,92.00,101.20,32.10,137.00,135.70,92.40,63.60,719.20
RAYALSEEMA,1932.00,0.00,17.20,0.00,12.10,50.80,59.70,72.40,128.60,77.60,92.60,108.60,16.20,635.80
RAYALSEEMA,1933.00,0.00,1.70,9.40,14.80,47.70,23.50,74.80,181.70,56.30,124.60,42.00,101.70,678.20
RAYALSEEMA,1934.00,21.50,0.00,0.00,23.20,29.30,84.70,115.00,49.90,57.80,151.50,72.90,5.60,611.50
RAYALSEEMA,1935.00,8.50,0.60,1.80,22.90,17.50,79.70,92.60,226.10,113.90,171.40,35.80,11.50,782.30
RAYALSEEMA,1936.00,0.20,31.90,8.30,12.70,52.70,87.70,75.70,49.70,149.10,66.80,150.40,10.40,695.60
RAYALSEEMA,1937.00,0.50,9.00,6.20,93.50,25.90,55.70,105.00,63.70,110.40,161.20,123.00,21.30,775.40
RAYALSEEMA,1938.00,0.00,6.70,5.40,1.90,54.10,75.60,72.40,199.40,224.80,24.50,2.70,7.00,674.40
RAYALSEEMA,1939.00,17.40,0.00,18.30,72.90,10.20,59.30,50.00,85.40,142.50,163.00,177.00,2.20,798.20
RAYALSEEMA,1940.00,0.30,0.10,8.80,29.40,122.10,91.00,65.70,105.30,128.10,171.70,168.30,13.80,904.60
RAYALSEEMA,1941.00,5.60,7.30,0.00,7.50,38.30,34.30,25.70,57.50,173.80,108.80,98.30,96.20,653.50
RAYALSEEMA,1942.00,0.40,0.30,0.00,15.10,28.20,86.50,28.80,123.20,86.30,53.10,63.20,51.80,536.90
RAYALSEEMA,1943.00,22.00,1.80,0.40,26.60,239.80,33.40,88.10,78.10,134.30,309.20,95.70,7.30,1036.50
RAYALSEEMA,1944.00,0.20,10.40,86.90,9.90,21.20,87.50,144.20,69.00,151.50,180.00,141.10,15.70,917.40
RAYALSEEMA,1945.00,0.00,0.00,0.00,22.50,36.70,35.10,160.80,107.60,105.20,60.00,75.60,0.50,604.10
RAYALSEEMA,1946.00,1.70,4.10,7.90,11.80,41.80,42.60,60.00,88.40,151.10,87.40,258.20,198.70,953.70
RAYALSEEMA,1947.00,23.20,1.40,0.80,10.30,20.30,65.60,124.00,136.20,126.20,87.40,17.20,11.80,624.30
RAYALSEEMA,1948.00,4.20,1.10,4.10,32.50,36.90,33.20,82.90,105.80,77.70,108.80,113.40,8.10,608.90
RAYALSEEMA,1949.00,0.00,0.00,0.10,9.10,68.90,115.60,137.80,163.10,180.90,98.00,53.10,0.00,826.50
RAYALSEEMA,1950.00,0.20,5.90,3.40,0.70,38.30,31.40,66.80,85.20,136.40,101.50,40.90,0.20,510.90
RAYALSEEMA,1951.00,0.00,0.10,16.10,45.90,78.40,54.80,106.70,56.90,65.60,72.10,41.70,0.10,538.40
RAYALSEEMA,1952.00,0.00,4.30,1.20,12.20,183.50,55.80,59.60,81.90,52.60,108.70,7.40,134.20,701.20
RAYALSEEMA,1953.00,1.20,0.50,0.00,39.20,19.80,63.70,125.20,58.70,141.90,309.40,35.70,0.30,795.70
RAYALSEEMA,1954.00,13.40,0.00,11.90,8.80,35.40,50.60,208.40,79.30,73.00,222.40,0.00,82.00,785.40
RAYALSEEMA,1955.00,15.20,1.00,4.80,13.80,135.60,42.50,107.30,183.20,118.80,98.90,62.30,33.00,816.40
RAYALSEEMA,1956.00,3.60,0.10,0.00,56.20,59.40,90.60,144.00,72.30,168.60,220.30,79.70,36.00,931.00
RAYALSEEMA,1957.00,1.00,0.40,11.00,11.40,41.20,119.20,77.00,89.20,73.20,79.10,69.10,0.00,571.70
RAYALSEEMA,1958.00,2.60,6.20,4.40,30.80,44.10,31.10,65.60,219.20,93.50,202.70,88.20,19.80,808.40
RAYALSEEMA,1959.00,0.20,5.20,0.00,19.00,39.40,102.70,89.10,92.80,132.90,77.50,61.60,15.30,635.80
RAYALSEEMA,1960.00,0.50,0.00,5.00,6.60,41.50,55.50,89.90,27.10,224.00,59.80,227.10,7.20,744.00
RAYALSEEMA,1961.00,2.40,7.90,0.50,3.00,41.40,96.20,112.50,124.70,54.30,141.50,62.80,4.20,651.50
RAYALSEEMA,1962.00,1.90,4.00,5.40,44.80,77.50,54.20,40.40,117.10,140.70,231.40,34.40,64.40,816.30
RAYALSEEMA,1963.00,7.10,0.30,10.10,38.10,26.40,77.60,82.60,148.20,95.90,159.70,33.00,30.00,709.10
RAYALSEEMA,1964.00,0.00,0.00,0.00,2.00,12.00,56.60,213.40,89.40,225.20,51.00,128.40,13.60,791.60
RAYALSEEMA,1965.00,0.60,0.60,5.50,40.20,15.60,47.20,78.60,168.80,109.40,13.20,62.20,54.30,595.90
RAYALSEEMA,1966.00,6.10,0.20,0.00,9.70,45.20,94.50,96.70,129.10,143.90,94.20,247.90,36.60,904.10
RAYALSEEMA,1967.00,16.80,0.00,34.70,7.30,51.50,62.70,127.30,48.90,140.90,100.30,43.20,104.20,737.60
RAYALSEEMA,1968.00,0.10,2.60,10.80,38.10,21.20,45.20,77.90,13.60,150.40,113.70,83.60,66.80,623.90
RAYALSEEMA,1969.00,0.00,0.00,0.90,5.00,55.30,61.20,118.10,126.60,49.30,258.10,109.00,58.80,842.40
RAYALSEEMA,1970.00,0.10,14.20,2.90,12.30,76.70,57.70,107.50,201.30,131.20,107.90,64.10,0.50,776.40
RAYALSEEMA,1971.00,3.60,4.80,20.00,27.70,52.10,35.30,60.50,98.50,90.70,163.40,40.80,23.80,621.10
RAYALSEEMA,1972.00,3.20,0.70,0.00,13.80,89.20,110.80,30.80,27.40,131.50,218.10,108.30,92.30,826.00
RAYALSEEMA,1973.00,0.00,0.00,0.10,1.50,30.20,51.10,80.40,150.20,141.90,164.10,34.20,35.70,689.50
RAYALSEEMA,1974.00,0.00,0.00,0.00,7.80,61.70,67.30,94.50,68.50,204.90,194.10,29.50,0.00,728.50
RAYALSEEMA,1975.00,0.80,0.10,4.90,3.80,46.80,46.00,176.90,133.70,156.70,345.50,121.00,5.30,1041.60
RAYALSEEMA,1976.00,0.90,0.00,0.00,11.70,14.60,70.40,134.70,189.30,50.10,137.90,203.80,3.60,817.00
RAYALSEEMA,1977.00,0.40,0.40,2.20,22.50,70.40,98.60,87.40,140.20,51.30,217.00,175.10,1.00,866.60
RAYALSEEMA,1978.00,1.60,7.40,0.50,30.60,33.00,61.70,130.00,93.30,196.20,80.00,143.40,91.40,869.30
RAYALSEEMA,1979.00,3.20,19.40,0.00,7.00,96.60,49.70,72.20,79.70,155.30,61.50,256.60,12.30,813.40
RAYALSEEMA,1980.00,0.00,0.00,1.50,6.60,29.50,58.30,79.50,110.50,62.90,38.60,158.70,27.50,573.70
RAYALSEEMA,1981.00,7.90,0.00,20.50,10.40,39.30,61.40,100.70,115.20,210.00,141.70,37.60,40.60,785.20
RAYALSEEMA,1982.00,0.90,0.00,0.60,11.30,37.30,76.70,72.70,32.20,105.50,127.80,130.40,0.00,595.60
RAYALSEEMA,1983.00,0.00,1.00,3.90,4.70,54.60,54.80,110.00,193.00,272.50,125.10,35.90,87.50,943.00
RAYALSEEMA,1984.00,6.50,81.00,28.40,12.40,10.10,27.80,162.10,19.10,130.90,79.30,127.60,47.80,733.00
RAYALSEEMA,1985.00,17.70,0.00,4.20,11.90,13.70,52.10,134.30,77.80,72.30,121.10,140.20,40.60,685.80
RAYALSEEMA,1986.00,68.80,14.50,0.00,9.20,17.00,58.70,55.90,54.70,106.90,103.10,81.80,10.30,580.90
RAYALSEEMA,1987.00,5.10,0.00,11.90,7.90,28.70,56.90,28.80,154.50,88.00,178.40,120.30,88.90,769.50
RAYALSEEMA,1988.00,0.60,0.40,4.00,43.00,52.90,24.80,178.00,217.60,186.10,42.80,61.30,30.70,842.30
RAYALSEEMA,1989.00,0.00,0.00,25.40,2.20,24.00,50.40,245.20,26.60,146.80,51.20,75.70,46.10,693.70
RAYALSEEMA,1990.00,2.10,5.50,16.90,8.10,138.80,48.90,62.30,100.10,184.70,186.00,166.40,10.90,930.70
RAYALSEEMA,1991.00,11.50,0.00,6.20,26.30,32.40,187.60,79.80,101.60,99.90,191.00,219.60,11.70,967.50
RAYALSEEMA,1992.00,7.70,0.00,0.00,17.10,41.50,39.30,90.50,89.90,73.50,89.30,142.70,4.60,596.00
RAYALSEEMA,1993.00,0.00,6.70,17.00,11.30,49.30,41.90,109.50,123.70,128.00,172.70,132.30,94.50,887.10
RAYALSEEMA,1994.00,5.30,13.20,2.10,25.10,43.80,34.40,91.50,107.80,38.00,207.40,101.10,20.80,690.50
RAYALSEEMA,1995.00,28.10,4.80,12.80,10.40,136.40,69.40,156.10,182.10,94.00,130.90,45.00,4.30,874.30
RAYALSEEMA,1996.00,0.00,0.90,2.40,36.60,32.90,270.70,72.20,183.80,210.10,279.20,44.30,144.60,1277.70
RAYALSEEMA,1997.00,16.50,1.40,16.90,33.60,36.20,73.70,40.80,80.70,207.40,103.80,145.30,78.80,835.00
RAYALSEEMA,1998.00,0.20,3.10,4.30,32.70,29.00,52.80,126.50,164.70,202.00,146.60,141.30,44.70,948.10
RAYALSEEMA,1999.00,0.80,5.10,0.50,11.10,68.80,57.60,50.60,97.40,63.30,100.20,69.80,12.00,537.20
RAYALSEEMA,2000.00,0.00,34.30,0.20,22.10,73.80,92.70,94.70,241.50,102.90,134.70,37.70,36.70,871.30
RAYALSEEMA,2001.00,7.70,0.00,6.50,68.20,24.50,24.00,70.10,95.80,195.50,352.50,41.70,38.10,924.50
RAYALSEEMA,2002.00,25.60,3.20,7.70,17.50,55.00,90.80,42.90,69.80,78.20,167.50,44.20,12.90,615.20
RAYALSEEMA,2003.00,0.00,1.30,26.10,15.00,4.10,57.40,183.40,116.40,124.90,175.50,11.70,9.60,725.50
RAYALSEEMA,2004.00,10.20,4.30,12.90,35.10,149.70,39.80,122.90,23.10,153.70,124.40,65.60,0.00,741.70
RAYALSEEMA,2005.00,1.30,13.60,14.70,38.50,48.40,51.20,133.20,106.60,127.60,304.80,144.80,81.70,1066.40
RAYALSEEMA,2006.00,0.20,0.00,32.80,9.70,62.70,85.80,43.20,72.00,144.70,88.40,78.60,20.00,638.10
RAYALSEEMA,2007.00,0.00,0.50,0.10,6.00,15.10,208.20,83.80,186.90,186.00,176.90,35.30,81.80,980.60
RAYALSEEMA,2008.00,6.40,18.70,62.90,4.10,42.10,31.70,81.40,104.90,121.70,126.00,192.10,5.90,798.00
RAYALSEEMA,2009.00,0.50,0.00,5.30,8.40,47.40,68.90,33.20,128.50,155.80,69.30,135.60,35.40,688.20
RAYALSEEMA,2010.00,4.70,0.80,0.60,13.00,65.40,108.30,187.60,155.00,122.90,83.40,175.10,46.70,963.50
RAYALSEEMA,2011.00,0.80,12.10,0.00,34.60,33.00,44.50,128.90,163.60,71.20,107.50,106.90,35.10,738.00
RAYALSEEMA,2012.00,2.70,0.00,2.50,32.70,38.80,47.00,139.70,120.00,69.50,113.70,86.60,61.90,715.00
RAYALSEEMA,2013.00,1.30,30.60,11.50,26.80,38.90,73.80,95.70,110.30,163.20,169.30,38.60,2.60,762.60
RAYALSEEMA,2014.00,0.20,0.70,12.50,5.10,46.70,66.30,68.70,115.10,81.40,104.60,37.80,12.80,551.80
RAYALSEEMA,2015.00,1.90,0.00,13.40,73.40,39.70,73.00,43.10,123.60,136.30,106.70,383.80,52.20,1047.10
TAMIL NADU,1901.00,24.50,39.10,21.70,36.00,74.00,41.80,49.30,67.90,191.10,122.30,212.30,80.40,960.30
TAMIL NADU,1902.00,67.20,9.80,25.10,21.90,84.70,39.30,55.10,113.80,98.60,282.20,174.90,165.80,1138.20
TAMIL NADU,1903.00,19.30,7.80,1.70,18.20,128.50,58.50,72.60,115.00,210.40,128.10,200.50,203.20,1163.90
TAMIL NADU,1904.00,35.20,0.10,0.70,19.50,121.90,34.90,89.00,40.40,85.70,163.20,23.60,49.10,663.10
TAMIL NADU,1905.00,6.50,7.50,17.20,64.80,83.70,49.80,39.00,101.80,73.50,250.40,123.70,3.20,821.10
TAMIL NADU,1906.00,52.40,12.90,17.00,8.50,39.60,43.60,76.00,195.20,65.30,162.80,189.10,127.70,990.20
TAMIL NADU,1907.00,8.40,1.20,25.00,78.90,56.60,46.10,70.40,58.20,117.20,160.40,200.00,63.20,885.60
TAMIL NADU,1908.00,16.80,36.90,25.00,24.50,70.30,34.20,37.50,48.40,154.20,261.00,36.10,20.10,765.00
TAMIL NADU,1909.00,116.50,11.20,7.70,68.60,117.40,30.80,36.10,206.60,106.10,158.00,74.70,20.80,954.60
TAMIL NADU,1910.00,9.20,21.20,2.40,26.80,64.70,51.50,148.10,142.00,52.40,278.00,146.70,0.60,943.70
TAMIL NADU,1911.00,2.80,1.10,6.00,30.80,72.10,70.70,50.30,28.90,120.50,125.60,176.20,130.10,814.90
TAMIL NADU,1912.00,5.90,2.80,2.90,18.50,64.20,46.70,34.80,74.20,126.70,244.20,259.30,23.90,904.10
TAMIL NADU,1913.00,2.90,3.20,6.60,21.00,64.60,29.70,58.70,62.30,124.80,203.40,184.10,117.70,878.80
TAMIL NADU,1914.00,5.70,1.90,5.60,34.60,57.10,37.90,37.60,98.40,132.20,281.20,129.10,132.00,953.30
TAMIL NADU,1915.00,35.10,18.10,43.60,37.00,52.40,66.40,117.70,82.90,133.00,99.90,241.00,61.50,988.50
TAMIL NADU,1916.00,0.10,3.20,3.10,19.20,61.10,34.50,168.60,125.50,94.70,208.60,145.70,33.20,897.40
TAMIL NADU,1917.00,14.30,39.10,32.30,11.90,77.50,72.40,45.10,155.70,163.50,123.10,167.50,45.90,948.30
TAMIL NADU,1918.00,80.90,5.40,25.90,9.90,81.80,36.20,40.80,58.60,47.00,81.80,315.10,88.40,871.70
TAMIL NADU,1919.00,22.90,0.80,16.20,25.00,88.50,49.90,87.80,51.60,162.70,152.40,264.40,106.40,1028.60
TAMIL NADU,1920.00,135.90,3.10,3.70,67.30,59.60,47.30,37.30,74.80,156.30,159.40,404.90,4.70,1154.20
TAMIL NADU,1921.00,141.20,0.00,1.70,72.30,39.50,55.70,92.50,129.60,78.30,236.40,76.00,56.10,979.40
TAMIL NADU,1922.00,41.90,18.10,2.50,34.90,100.10,48.80,45.40,87.10,75.30,262.80,291.80,71.60,1080.50
TAMIL NADU,1923.00,136.00,2.50,50.10,26.60,30.80,33.70,40.50,39.80,99.80,220.30,44.30,109.70,834.10
TAMIL NADU,1924.00,29.70,0.70,31.30,30.20,75.40,54.90,113.90,87.10,170.80,107.10,163.50,30.60,895.10
TAMIL NADU,1925.00,17.60,4.60,57.20,30.10,85.00,50.60,38.70,91.70,77.30,148.90,229.00,182.80,1013.30
TAMIL NADU,1926.00,88.00,2.20,30.40,41.40,53.70,38.70,73.80,70.50,120.20,151.50,119.20,26.10,815.60
TAMIL NADU,1927.00,18.00,21.60,17.20,50.70,73.70,83.10,65.90,77.80,131.00,87.20,171.30,32.50,829.90
TAMIL NADU,1928.00,21.00,54.90,24.00,56.90,51.00,41.10,75.50,95.20,59.70,219.00,173.80,98.80,970.80
TAMIL NADU,1929.00,20.40,29.20,9.40,107.30,50.70,63.20,48.90,70.70,135.10,161.20,192.00,89.60,977.70
TAMIL NADU,1930.00,53.60,60.30,21.40,34.40,165.70,68.90,38.90,66.70,94.20,436.10,186.50,48.70,1275.40
TAMIL NADU,1931.00,22.70,0.00,3.30,55.60,54.20,40.80,77.30,81.70,104.70,120.30,183.40,295.80,1039.80
TAMIL NADU,1932.00,0.70,31.90,7.30,62.90,109.60,43.00,56.50,163.50,61.60,247.40,246.90,78.50,1109.80
TAMIL NADU,1933.00,2.70,5.00,41.20,52.50,105.30,36.90,60.70,169.90,104.50,201.80,124.50,105.90,1010.90
TAMIL NADU,1934.00,99.80,0.10,11.60,34.60,49.60,73.50,57.50,56.40,38.10,303.40,99.20,15.90,839.70
TAMIL NADU,1935.00,37.50,2.50,9.30,63.90,23.70,60.00,38.60,153.40,78.60,192.40,147.60,86.30,893.90
TAMIL NADU,1936.00,1.90,51.10,55.30,35.70,74.40,56.30,85.50,59.40,122.00,103.70,234.50,64.70,944.50
TAMIL NADU,1937.00,10.70,16.70,26.70,96.10,59.90,42.30,51.10,118.10,105.70,189.80,280.10,22.80,1020.10
TAMIL NADU,1938.00,1.20,52.10,34.80,44.50,54.30,53.00,101.40,146.30,116.80,87.50,39.30,51.80,783.20
TAMIL NADU,1939.00,31.10,5.00,26.00,132.10,60.00,60.40,35.10,91.30,96.20,243.80,266.20,8.60,1055.80
TAMIL NADU,1940.00,0.90,0.70,12.60,82.80,131.50,85.20,59.00,69.40,121.20,152.00,367.80,95.40,1178.50
TAMIL NADU,1941.00,31.70,4.40,1.40,58.60,70.90,47.10,69.60,84.70,166.40,148.10,216.40,107.50,1006.90
TAMIL NADU,1942.00,0.50,0.60,6.00,78.60,61.30,53.10,54.90,110.10,120.80,146.50,68.00,146.90,847.30
TAMIL NADU,1943.00,112.00,18.50,10.80,72.10,204.40,43.20,75.30,78.80,101.10,310.60,117.40,43.20,1187.30
TAMIL NADU,1944.00,18.40,34.60,83.50,32.70,46.10,81.80,73.80,104.70,143.50,188.80,288.80,130.90,1227.60
TAMIL NADU,1945.00,4.60,5.50,5.00,74.70,38.20,22.00,75.10,110.10,58.60,168.40,206.80,15.00,784.00
TAMIL NADU,1946.00,19.80,1.00,46.40,45.70,76.40,56.80,59.30,87.70,140.80,175.50,311.20,273.50,1294.10
TAMIL NADU,1947.00,59.50,14.80,54.40,92.80,40.90,54.10,125.50,113.40,127.60,205.90,30.50,20.00,939.50
